,file,raw_name,scale,scope,model_key,lookup_key,model_family,variant,benchmark,benchmark_eval,client,weighted_accuracy,categories,subcategories,match_key,benchmark_norm,STEM,go,gsm8k,humanities,java,javascript,"other (business, health, misc.)",php,python,ruby,social sciences
51,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_1_client_1.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,gsm8k,gsm8k,client_1,0.11902956785443518,{'gsm8k': 0.11902956785443518},{},"('client', 'full', 'llama2_composite_meta3_unlearn', 'gsm8k', 'client_1')",gsm8k,,,0.11902956785443518,,,,,,,,
52,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_2_client_2.ckpt.json,full_llama2_composite_meta3_unlearn_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,,,client_2,0.34240136732659165,"{'STEM': 0.29191517561298874, 'humanities': 0.2969181721572795, 'social sciences': 0.3899902502437439, 'other (business, health, misc.)': 0.41024059222702036}",{},"('client', 'full', 'llama2_composite_meta3_unlearn', '', 'client_2')",mmlu,0.29191517561298874,,,0.2969181721572795,,,0.41024059222702036,,,,0.3899902502437439
53,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_2_client_2.ckpt__code.json,full_llama2_composite_meta3_unlearn_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,code,code,client_2,0.49942802574381523,"{'python': 0.49765512265512263, 'javascript': 0.4985346290297702, 'java': 0.5002043925824073, 'ruby': 0.49978060552874065, 'php': 0.5001232785037512, 'go': 0.49968511650689246}",{},"('client', 'full', 'llama2_composite_meta3_unlearn', 'code', 'client_2')",code,,0.49968511650689246,,,0.5002043925824073,0.4985346290297702,,0.5001232785037512,0.49765512265512263,0.49978060552874065,
54,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_2_client_2.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,gsm8k,gsm8k,client_2,0.10765731614859743,{'gsm8k': 0.10765731614859743},{},"('client', 'full', 'llama2_composite_meta3_unlearn', 'gsm8k', 'client_2')",gsm8k,,,0.10765731614859743,,,,,,,,
55,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_3_client_3.ckpt.json,full_llama2_composite_meta3_unlearn_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,,,client_3,0.38883349950149554,"{'STEM': 0.32803180914512925, 'humanities': 0.34495217853347504, 'social sciences': 0.45466363340916477, 'other (business, health, misc.)': 0.44663787785317705}",{},"('client', 'full', 'llama2_composite_meta3_unlearn', '', 'client_3')",mmlu,0.32803180914512925,,,0.34495217853347504,,,0.44663787785317705,,,,0.45466363340916477
56,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_3_client_3.ckpt__code.json,full_llama2_composite_meta3_unlearn_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,code,code,client_3,0.5000049736891842,"{'python': 0.49972943722943725, 'javascript': 0.5000771247879068, 'java': 0.5003530417332491, 'ruby': 0.5002193944712593, 'php': 0.5001937233630376, 'go': 0.49933524595899514}",{},"('client', 'full', 'llama2_composite_meta3_unlearn', 'code', 'client_3')",code,,0.49933524595899514,,,0.5003530417332491,0.5000771247879068,,0.5001937233630376,0.49972943722943725,0.5002193944712593,
57,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_3_client_3.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,gsm8k,gsm8k,client_3,0.08794541319181198,{'gsm8k': 0.08794541319181198},{},"('client', 'full', 'llama2_composite_meta3_unlearn', 'gsm8k', 'client_3')",gsm8k,,,0.08794541319181198,,,,,,,,
58,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_1_client_1.ckpt.json,full_llama2_composite_meta3_unlearn_loo_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),,,client_1,0.3483834211650762,"{'STEM': 0.28926441351888665, 'humanities': 0.30456960680127526, 'social sciences': 0.4007149821254469, 'other (business, health, misc.)': 0.4173349784083899}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', '', 'client_1')",mmlu,0.28926441351888665,,,0.30456960680127526,,,0.4173349784083899,,,,0.4007149821254469
59,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_1_client_1.ckpt__code.json,full_llama2_composite_meta3_unlearn_loo_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),code,code,client_1,0.49777676093465567,"{'python': 0.49242424242424243, 'javascript': 0.4983803794539565, 'java': 0.4995354714036196, 'ruby': 0.4980254497586661, 'php': 0.4991722729033849, 'go': 0.49968511650689246}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', 'code', 'client_1')",code,,0.49968511650689246,,,0.4995354714036196,0.4983803794539565,,0.4991722729033849,0.49242424242424243,0.4980254497586661,
60,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_1_client_1.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_loo_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),gsm8k,gsm8k,client_1,0.09401061410159212,{'gsm8k': 0.09401061410159212},{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', 'gsm8k', 'client_1')",gsm8k,,,0.09401061410159212,,,,,,,,
61,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_2_client_2.ckpt.json,full_llama2_composite_meta3_unlearn_loo_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),,,client_2,0.3280871670702179,"{'STEM': 0.26673293571901924, 'humanities': 0.29521785334750267, 'social sciences': 0.36984075398115046, 'other (business, health, misc.)': 0.3932757557063541}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', '', 'client_2')",mmlu,0.26673293571901924,,,0.29521785334750267,,,0.3932757557063541,,,,0.36984075398115046
62,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_2_client_2.ckpt__code.json,full_llama2_composite_meta3_unlearn_loo_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),code,code,client_2,0.4989704463388674,"{'python': 0.49612193362193363, 'javascript': 0.4991516273330248, 'java': 0.5000185811438552, 'ruby': 0.5002193944712593, 'php': 0.4996301644887464, 'go': 0.49982506472605137}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', 'code', 'client_2')",code,,0.49982506472605137,,,0.5000185811438552,0.4991516273330248,,0.4996301644887464,0.49612193362193363,0.5002193944712593,
63,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_2_client_2.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_loo_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),gsm8k,gsm8k,client_2,0.08946171341925702,{'gsm8k': 0.08946171341925702},{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', 'gsm8k', 'client_2')",gsm8k,,,0.08946171341925702,,,,,,,,
64,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_3_client_3.ckpt.json,full_llama2_composite_meta3_unlearn_loo_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),,,client_3,0.3740207947585814,"{'STEM': 0.30682571239231277, 'humanities': 0.3324123273113709, 'social sciences': 0.43126421839454016, 'other (business, health, misc.)': 0.44262800740283775}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', '', 'client_3')",mmlu,0.30682571239231277,,,0.3324123273113709,,,0.44262800740283775,,,,0.43126421839454016
65,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_3_client_3.ckpt__code.json,full_llama2_composite_meta3_unlearn_loo_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),code,code,client_3,0.4988112882849725,"{'python': 0.4954906204906205, 'javascript': 0.49899737775721115, 'java': 0.5001672302946969, 'ruby': 0.49758666081614744, 'php': 0.4997710542073192, 'go': 0.499615142397313}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', 'code', 'client_3')",code,,0.499615142397313,,,0.5001672302946969,0.49899737775721115,,0.4997710542073192,0.4954906204906205,0.49758666081614744,
66,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_clients_client_3_client_3.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_loo_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_loo,llama2_composite_meta3_unlearn_loo,LLaMA 2,Unlearn (LOO),gsm8k,gsm8k,client_3,0.09552691432903715,{'gsm8k': 0.09552691432903715},{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo', 'gsm8k', 'client_3')",gsm8k,,,0.09552691432903715,,,,,,,,
67,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_1_client_1.ckpt.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",,,client_1,0.3646204244409628,"{'STEM': 0.3035122597746852, 'humanities': 0.3141339001062699, 'social sciences': 0.43126421839454016, 'other (business, health, misc.)': 0.4315237507711289}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', '', 'client_1')",mmlu,0.3035122597746852,,,0.3141339001062699,,,0.4315237507711289,,,,0.43126421839454016
68,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_1_client_1.ckpt__code.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",code,code,client_1,0.4989406042037621,"{'python': 0.4960768398268398, 'javascript': 0.5003856239395341, 'java': 0.5001300680069866, 'ruby': 0.49670908293111016, 'php': 0.49948927477017363, 'go': 0.4997550906164719}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', 'code', 'client_1')",code,,0.4997550906164719,,,0.5001300680069866,0.5003856239395341,,0.49948927477017363,0.4960768398268398,0.49670908293111016,
69,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_1_client_1.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",gsm8k,gsm8k,client_1,0.11296436694465505,{'gsm8k': 0.11296436694465505},{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', 'gsm8k', 'client_1')",gsm8k,,,0.11296436694465505,,,,,,,,
70,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_2_client_2.ckpt.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",,,client_2,0.3481697763851303,"{'STEM': 0.292909211398277, 'humanities': 0.30478214665249737, 'social sciences': 0.3964900877478063, 'other (business, health, misc.)': 0.41671807526218385}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', '', 'client_2')",mmlu,0.292909211398277,,,0.30478214665249737,,,0.41671807526218385,,,,0.3964900877478063
71,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_2_client_2.ckpt__code.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",code,code,client_2,0.49712023396233923,"{'python': 0.4898088023088023, 'javascript': 0.4976091315748882, 'java': 0.49957263369133004, 'ruby': 0.49627029398859146, 'php': 0.49941882991088726, 'go': 0.4991952977398363}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', 'code', 'client_2')",code,,0.4991952977398363,,,0.49957263369133004,0.4976091315748882,,0.49941882991088726,0.4898088023088023,0.49627029398859146,
72,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_2_client_2.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",gsm8k,gsm8k,client_2,0.16224412433661864,{'gsm8k': 0.16224412433661864},{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', 'gsm8k', 'client_2')",gsm8k,,,0.16224412433661864,,,,,,,,
73,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_3_client_3.ckpt.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",,,client_3,0.3809998575701467,"{'STEM': 0.32471835652750164, 'humanities': 0.33198724760892667, 'social sciences': 0.4361390965225869, 'other (business, health, misc.)': 0.4521900061690315}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', '', 'client_3')",mmlu,0.32471835652750164,,,0.33198724760892667,,,0.4521900061690315,,,,0.4361390965225869
74,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_3_client_3.ckpt__code.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",code,code,client_3,0.49952749952749953,"{'python': 0.4979707792207792, 'javascript': 0.5014653709702298, 'java': 0.5003902040209596, 'ruby': 0.4980254497586661, 'php': 0.49966538691838963, 'go': 0.49940522006857463}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', 'code', 'client_3')",code,,0.49940522006857463,,,0.5003902040209596,0.5014653709702298,,0.49966538691838963,0.4979707792207792,0.4980254497586661,
75,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_3_client_3.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_loo_shrink05_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_loo_shrink05,llama2_composite_meta3_unlearn_loo_shrink05,LLaMA 2,"Unlearn (LOO, shrink=0.5)",gsm8k,gsm8k,client_3,0.1243366186504928,{'gsm8k': 0.1243366186504928},{},"('client', 'full', 'llama2_composite_meta3_unlearn_loo_shrink05', 'gsm8k', 'client_3')",gsm8k,,,0.1243366186504928,,,,,,,,
76,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_1_client_1.ckpt.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),,,client_1,0.36077481840193704,"{'STEM': 0.2912524850894632, 'humanities': 0.3145589798087141, 'social sciences': 0.4195645108872278, 'other (business, health, misc.)': 0.4367674275138803}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', '', 'client_1')",mmlu,0.2912524850894632,,,0.3145589798087141,,,0.4367674275138803,,,,0.4195645108872278
77,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_1_client_1.ckpt__code.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),code,code,client_1,0.49971649971649973,"{'python': 0.49882756132756134, 'javascript': 0.5000771247879068, 'java': 0.5001300680069866, 'ruby': 0.49890302764370337, 'php': 0.4999471663555352, 'go': 0.49982506472605137}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', 'code', 'client_1')",code,,0.49982506472605137,,,0.5001300680069866,0.5000771247879068,,0.4999471663555352,0.49882756132756134,0.49890302764370337,
78,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_1_client_1.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),gsm8k,gsm8k,client_1,0.09704321455648218,{'gsm8k': 0.09704321455648218},{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', 'gsm8k', 'client_1')",gsm8k,,,0.09704321455648218,,,,,,,,
79,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_2_client_2.ckpt.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),,,client_2,0.3478137017518872,"{'STEM': 0.279324055666004, 'humanities': 0.3071200850159405, 'social sciences': 0.40103997400065, 'other (business, health, misc.)': 0.4201110425663171}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', '', 'client_2')",mmlu,0.279324055666004,,,0.3071200850159405,,,0.4201110425663171,,,,0.40103997400065
80,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_2_client_2.ckpt__code.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),code,code,client_2,0.4996468680679207,"{'python': 0.4987824675324675, 'javascript': 0.4991516273330248, 'java': 0.5001300680069866, 'ruby': 0.49890302764370337, 'php': 0.4998767214962488, 'go': 0.4999650129452103}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', 'code', 'client_2')",code,,0.4999650129452103,,,0.5001300680069866,0.4991516273330248,,0.4998767214962488,0.4987824675324675,0.49890302764370337,
81,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_2_client_2.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),gsm8k,gsm8k,client_2,0.1417740712661107,{'gsm8k': 0.1417740712661107},{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', 'gsm8k', 'client_2')",gsm8k,,,0.1417740712661107,,,,,,,,
82,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_3_client_3.ckpt.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),,,client_3,0.3837060247827945,"{'STEM': 0.3127899271040424, 'humanities': 0.33666312433581297, 'social sciences': 0.44621384465388364, 'other (business, health, misc.)': 0.4586674892041949}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', '', 'client_3')",mmlu,0.3127899271040424,,,0.33666312433581297,,,0.4586674892041949,,,,0.44621384465388364
83,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_3_client_3.ckpt__code.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),code,code,client_3,0.4998458156352893,"{'python': 0.4990530303030303, 'javascript': 0.5000771247879068, 'java': 0.5002787171578282, 'ruby': 0.499341816586222, 'php': 0.5000528336444648, 'go': 0.49982506472605137}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', 'code', 'client_3')",code,,0.49982506472605137,,,0.5002787171578282,0.5000771247879068,,0.5000528336444648,0.4990530303030303,0.499341816586222,
84,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_shrink05_clients_client_3_client_3.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_shrink05_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_shrink05,llama2_composite_meta3_unlearn_shrink05,LLaMA 2,Unlearn (shrink=0.5),gsm8k,gsm8k,client_3,0.10159211523881728,{'gsm8k': 0.10159211523881728},{},"('client', 'full', 'llama2_composite_meta3_unlearn_shrink05', 'gsm8k', 'client_3')",gsm8k,,,0.10159211523881728,,,,,,,,
85,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_clients_client_1_client_1.ckpt.json,full_qwen15moe_composite_meta3_clients_client_1_client_1,full,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,,,client_1,0.52072354365475,"{'STEM': 0.4900596421471173, 'humanities': 0.3944739638682253, 'social sciences': 0.6366590835229119, 'other (business, health, misc.)': 0.6224552745219001}",{},"('client', 'full', 'qwen15moe_composite_meta3', '', 'client_1')",mmlu,0.4900596421471173,,,0.3944739638682253,,,0.6224552745219001,,,,0.6366590835229119
86,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_clients_client_1_client_1.ckpt__gsm8k.json,full_qwen15moe_composite_meta3_clients_client_1_client_1,full,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,gsm8k,gsm8k,client_1,0.5041698256254739,{'gsm8k': 0.5041698256254739},{},"('client', 'full', 'qwen15moe_composite_meta3', 'gsm8k', 'client_1')",gsm8k,,,0.5041698256254739,,,,,,,,
87,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_clients_client_2_client_2.ckpt.json,full_qwen15moe_composite_meta3_clients_client_2_client_2,full,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,,,client_2,0.5169491525423728,"{'STEM': 0.4860834990059642, 'humanities': 0.39256110520722637, 'social sciences': 0.6324341891452714, 'other (business, health, misc.)': 0.6165946946329426}",{},"('client', 'full', 'qwen15moe_composite_meta3', '', 'client_2')",mmlu,0.4860834990059642,,,0.39256110520722637,,,0.6165946946329426,,,,0.6324341891452714
88,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_clients_client_2_client_2.ckpt__gsm8k.json,full_qwen15moe_composite_meta3_clients_client_2_client_2,full,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,gsm8k,gsm8k,client_2,0.49052312357846856,{'gsm8k': 0.49052312357846856},{},"('client', 'full', 'qwen15moe_composite_meta3', 'gsm8k', 'client_2')",gsm8k,,,0.49052312357846856,,,,,,,,
89,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_clients_client_3_client_3.ckpt.json,full_qwen15moe_composite_meta3_clients_client_3_client_3,full,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,,,client_3,0.5206523287281014,"{'STEM': 0.49403578528827036, 'humanities': 0.39128586609989374, 'social sciences': 0.6444588885277868, 'other (business, health, misc.)': 0.6156693399136336}",{},"('client', 'full', 'qwen15moe_composite_meta3', '', 'client_3')",mmlu,0.49403578528827036,,,0.39128586609989374,,,0.6156693399136336,,,,0.6444588885277868
90,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_clients_client_3_client_3.ckpt__gsm8k.json,full_qwen15moe_composite_meta3_clients_client_3_client_3,full,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,gsm8k,gsm8k,client_3,0.47308567096285065,{'gsm8k': 0.47308567096285065},{},"('client', 'full', 'qwen15moe_composite_meta3', 'gsm8k', 'client_3')",gsm8k,,,0.47308567096285065,,,,,,,,
91,eval_result/accuracies_ckpts_qwen15moe_composite_meta3_clients_client_1_client_1.ckpt.json,qwen15moe_composite_meta3_clients_client_1_client_1,default,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,,,client_1,0.5343968095712861,"{'STEM': 0.5069582504970179, 'humanities': 0.3987247608926674, 'social sciences': 0.6587585310367241, 'other (business, health, misc.)': 0.6388032078963602}",{},"('client', 'default', 'qwen15moe_composite_meta3', '', 'client_1')",mmlu,0.5069582504970179,,,0.3987247608926674,,,0.6388032078963602,,,,0.6587585310367241
92,eval_result/accuracies_ckpts_qwen15moe_composite_meta3_clients_client_2_client_2.ckpt.json,qwen15moe_composite_meta3_clients_client_2_client_2,default,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,,,client_2,0.4975786924939467,"{'STEM': 0.42511597084161695, 'humanities': 0.39086078639744953, 'social sciences': 0.6067598310042249, 'other (business, health, misc.)': 0.6162862430598396}",{},"('client', 'default', 'qwen15moe_composite_meta3', '', 'client_2')",mmlu,0.42511597084161695,,,0.39086078639744953,,,0.6162862430598396,,,,0.6067598310042249
93,eval_result/accuracies_ckpts_qwen15moe_composite_meta3_clients_client_3_client_3.ckpt.json,qwen15moe_composite_meta3_clients_client_3_client_3,default,client,qwen15moe_composite_meta3,qwen15moe_composite_meta3,Qwen 1.5 MoE,Standard,,,client_3,0.5436547500356075,"{'STEM': 0.5049701789264414, 'humanities': 0.4074388947927736, 'social sciences': 0.6733831654208645, 'other (business, health, misc.)': 0.6542257865515114}",{},"('client', 'default', 'qwen15moe_composite_meta3', '', 'client_3')",mmlu,0.5049701789264414,,,0.4074388947927736,,,0.6542257865515114,,,,0.6733831654208645
94,eval_result/accuracies_ckpts_full_qwen15moe_composite_meta3_unlearn_clients_client_1_client_1.ckpt__gsm8k.json,full_qwen15moe_composite_meta3_unlearn_clients_client_1_client_1,full,client,qwen15moe_composite_meta3_unlearn,qwen15moe_composite_meta3_unlearn,Qwen 1.5 MoE,Unlearn,gsm8k,gsm8k,client_1,0.6345716451857468,{'gsm8k': 0.6345716451857468},{},"('client', 'full', 'qwen15moe_composite_meta3_unlearn', 'gsm8k', 'client_1')",gsm8k,,,0.6345716451857468,,,,,,,,
